########################################
# Annotation Metadata
########################################

Campaign Name: Aramco switches
Video Name: 24-DEC-25-10:42:11:AM_4.avi

URL (Original): http://192.168.18.33:3000/originals/24-DEC-25-10:42:11:AM_4-694b85a2c03ba603fd316ff6.avi
URL (Web): http://192.168.18.33:3000/videos/24-DEC-25-10:42:11:AM_4-694b85a2c03ba603fd316ff6.mp4

FPS: 20
Total Frames: 3414

Start Frames: 1

End Frames: 3414

Total Frames Trimmed Version: 3414

Export Date: 2026-02-09T13:00:48.048Z

########################################
# Annotations (Format: FrameNo:{verb},{noun},{state},{visibility})
########################################

210:bg,bg,in_process,visible
211:bg,bg,in_process,visible
212:bg,bg,in_process,visible
213:bg,bg,in_process,visible
214:bg,bg,in_process,visible
215:bg,bg,in_process,visible
216:bg,bg,in_process,visible
217:bg,bg,in_process,visible
218:bg,bg,in_process,visible
219:bg,bg,in_process,visible
220:bg,bg,in_process,visible
221:bg,bg,in_process,visible
222:bg,bg,in_process,visible
223:bg,bg,in_process,visible
224:bg,bg,in_process,visible
225:bg,bg,in_process,visible
226:bg,bg,in_process,visible
227:bg,bg,in_process,visible
228:bg,bg,in_process,visible
229:bg,bg,in_process,visible
230:bg,bg,in_process,visible
231:bg,bg,in_process,visible
232:bg,bg,in_process,visible
233:bg,bg,in_process,visible
234:bg,bg,in_process,visible
235:bg,bg,in_process,visible
236:bg,bg,in_process,visible
237:bg,bg,in_process,visible
238:bg,bg,in_process,visible
239:bg,bg,in_process,visible
240:bg,bg,in_process,visible
241:bg,bg,in_process,visible
242:bg,bg,in_process,visible
243:bg,bg,in_process,visible
244:bg,bg,in_process,visible
245:bg,bg,in_process,visible
246:bg,bg,in_process,visible
247:bg,bg,in_process,visible
248:bg,bg,in_process,visible
249:bg,bg,in_process,visible
250:bg,bg,in_process,visible
251:bg,bg,in_process,visible
252:bg,bg,in_process,visible
253:bg,bg,in_process,visible
254:bg,bg,in_process,visible
255:bg,bg,in_process,visible
256:bg,bg,in_process,visible
257:bg,bg,in_process,visible
258:bg,bg,in_process,visible
259:bg,bg,in_process,visible
260:bg,bg,in_process,visible
261:bg,bg,in_process,visible
262:bg,bg,in_process,visible
263:bg,bg,in_process,visible
264:bg,bg,in_process,visible
265:bg,bg,in_process,visible
266:bg,bg,in_process,visible
267:bg,bg,in_process,visible
268:bg,bg,in_process,visible
269:bg,bg,in_process,visible
270:bg,bg,in_process,visible
271:bg,bg,in_process,visible
272:bg,bg,in_process,visible
273:bg,bg,in_process,visible
274:bg,bg,in_process,visible
275:bg,bg,in_process,visible
276:bg,bg,in_process,visible
277:bg,bg,in_process,visible
278:bg,bg,in_process,visible
279:bg,bg,in_process,visible
280:bg,bg,in_process,visible
281:bg,bg,in_process,visible
282:bg,bg,in_process,visible
283:bg,bg,in_process,visible
284:bg,bg,in_process,visible
285:bg,bg,in_process,visible
286:bg,bg,in_process,visible
287:bg,bg,in_process,visible
288:bg,bg,in_process,visible
289:bg,bg,in_process,visible
290:bg,bg,in_process,visible
291:bg,bg,in_process,visible
292:bg,bg,in_process,visible
293:bg,bg,in_process,visible
294:bg,bg,in_process,visible
295:bg,bg,in_process,visible
296:bg,bg,in_process,visible
297:bg,bg,in_process,visible
298:bg,bg,in_process,visible
299:bg,bg,in_process,visible
300:bg,bg,in_process,visible
301:bg,bg,in_process,visible
302:bg,bg,in_process,visible
303:bg,bg,in_process,visible
304:bg,bg,in_process,visible
305:bg,bg,in_process,visible
306:bg,bg,in_process,visible
307:bg,bg,in_process,visible
308:bg,bg,in_process,visible
309:bg,bg,in_process,visible
310:bg,bg,in_process,visible
311:bg,bg,in_process,visible
312:bg,bg,in_process,visible
313:bg,bg,in_process,visible
314:bg,bg,in_process,visible
315:bg,bg,in_process,visible
316:bg,bg,in_process,visible
317:bg,bg,in_process,visible
318:bg,bg,in_process,visible
319:bg,bg,in_process,visible
320:bg,bg,in_process,visible
321:bg,bg,in_process,visible
322:bg,bg,in_process,visible
323:bg,bg,in_process,visible
324:bg,bg,in_process,visible
325:bg,bg,in_process,visible
326:bg,bg,in_process,visible
327:bg,bg,in_process,visible
328:bg,bg,in_process,visible
329:bg,bg,in_process,visible
330:bg,bg,in_process,visible
331:bg,bg,in_process,visible
332:bg,bg,in_process,visible
333:bg,bg,in_process,visible
334:bg,bg,in_process,visible
335:bg,bg,in_process,visible
336:bg,bg,in_process,visible
337:bg,bg,in_process,visible
338:bg,bg,in_process,visible
339:bg,bg,in_process,visible
340:bg,bg,in_process,visible
341:bg,bg,in_process,visible
342:bg,bg,in_process,visible
343:bg,bg,in_process,visible
344:bg,bg,in_process,visible
345:bg,bg,in_process,visible
346:bg,bg,in_process,visible
347:bg,bg,in_process,visible
348:bg,bg,in_process,visible
349:bg,bg,in_process,visible
350:bg,bg,in_process,visible
351:bg,bg,in_process,visible
352:bg,bg,in_process,visible
353:bg,bg,in_process,visible
354:bg,bg,in_process,visible
355:bg,bg,in_process,visible
356:bg,bg,in_process,visible
357:bg,bg,in_process,visible
358:bg,bg,in_process,visible
359:bg,bg,in_process,visible
360:bg,bg,in_process,visible
361:bg,bg,in_process,visible
362:bg,bg,in_process,visible
363:bg,bg,in_process,visible
364:bg,bg,in_process,visible
365:bg,bg,in_process,visible
366:bg,bg,in_process,visible
367:bg,bg,in_process,visible
368:bg,bg,in_process,visible
369:bg,bg,in_process,visible
370:bg,bg,in_process,visible
371:bg,bg,in_process,visible
372:bg,bg,in_process,visible
373:bg,bg,in_process,visible
374:bg,bg,in_process,visible
375:bg,bg,in_process,visible
376:bg,bg,in_process,visible
377:bg,bg,in_process,visible
378:bg,bg,in_process,visible
379:bg,bg,in_process,visible
380:bg,bg,in_process,visible
381:bg,bg,in_process,visible
382:bg,bg,in_process,visible
383:bg,bg,in_process,visible
384:bg,bg,in_process,visible
385:bg,bg,in_process,visible
386:bg,bg,in_process,visible
387:bg,bg,in_process,visible
388:bg,bg,in_process,visible
389:bg,bg,in_process,visible
390:bg,bg,in_process,visible
391:bg,bg,in_process,visible
392:bg,bg,in_process,visible
393:bg,bg,in_process,visible
394:bg,bg,in_process,visible
395:bg,bg,in_process,visible
396:bg,bg,in_process,visible
397:bg,bg,in_process,visible
398:bg,bg,in_process,visible
399:bg,bg,in_process,visible
400:bg,bg,in_process,visible
401:bg,bg,in_process,visible
402:bg,bg,in_process,visible
403:bg,bg,in_process,visible
404:bg,bg,in_process,visible
405:bg,bg,in_process,visible
406:bg,bg,in_process,visible
407:bg,bg,in_process,visible
408:bg,bg,in_process,visible
409:bg,bg,in_process,visible
410:bg,bg,in_process,visible
411:bg,bg,in_process,visible
412:bg,bg,in_process,visible
413:bg,bg,in_process,visible
414:bg,bg,in_process,visible
415:bg,bg,in_process,visible
416:bg,bg,in_process,visible
417:bg,bg,in_process,visible
418:bg,bg,in_process,visible
419:bg,bg,in_process,visible
420:bg,bg,in_process,visible
421:bg,bg,in_process,visible
422:bg,bg,in_process,visible
423:bg,bg,in_process,visible
424:bg,bg,in_process,visible
425:bg,bg,in_process,visible
426:bg,bg,in_process,visible
427:bg,bg,in_process,visible
428:bg,bg,in_process,visible
429:bg,bg,in_process,visible
430:bg,bg,in_process,visible
431:bg,bg,in_process,visible
432:bg,bg,in_process,visible
433:bg,bg,in_process,visible
434:bg,bg,in_process,visible
435:bg,bg,in_process,visible
436:bg,bg,in_process,visible
437:bg,bg,in_process,visible
438:bg,bg,in_process,visible
439:bg,bg,in_process,visible
440:bg,bg,in_process,visible
441:bg,bg,in_process,visible
442:bg,bg,in_process,visible
443:bg,bg,in_process,visible
444:bg,bg,in_process,visible
445:bg,bg,in_process,visible
446:bg,bg,in_process,visible
447:bg,bg,in_process,visible
448:bg,bg,in_process,visible
449:bg,bg,in_process,visible
450:bg,bg,in_process,visible
451:bg,bg,in_process,visible
452:bg,bg,in_process,visible
453:bg,bg,in_process,visible
454:bg,bg,in_process,visible
455:bg,bg,in_process,visible
456:bg,bg,in_process,visible
457:bg,bg,in_process,visible
458:bg,bg,in_process,visible
459:bg,bg,in_process,visible
460:bg,bg,in_process,visible
461:bg,bg,in_process,visible
462:bg,bg,in_process,visible
463:bg,bg,in_process,visible
464:bg,bg,in_process,visible
465:bg,bg,in_process,visible
466:bg,bg,in_process,visible
467:bg,bg,in_process,visible
468:bg,bg,in_process,visible
469:bg,bg,in_process,visible
470:bg,bg,in_process,visible
471:bg,bg,in_process,visible
472:bg,bg,in_process,visible
473:bg,bg,in_process,visible
474:bg,bg,in_process,visible
475:bg,bg,in_process,visible
476:bg,bg,in_process,visible
477:bg,bg,in_process,visible
478:bg,bg,in_process,visible
479:bg,bg,in_process,visible
480:bg,bg,in_process,visible
481:bg,bg,in_process,visible
482:bg,bg,in_process,visible
483:bg,bg,in_process,visible
484:bg,bg,in_process,visible
485:bg,bg,in_process,visible
486:bg,bg,in_process,visible
487:bg,bg,in_process,visible
488:bg,bg,in_process,visible
489:bg,bg,in_process,visible
490:bg,bg,in_process,visible
491:bg,bg,in_process,visible
492:bg,bg,in_process,visible
493:bg,bg,in_process,visible
494:bg,bg,in_process,visible
495:bg,bg,in_process,visible
496:bg,bg,in_process,visible
497:bg,bg,in_process,visible
498:bg,bg,in_process,visible
499:bg,bg,in_process,visible
500:bg,bg,in_process,visible
501:bg,bg,in_process,visible
502:bg,bg,in_process,visible
503:bg,bg,in_process,visible
504:bg,bg,in_process,visible
505:bg,bg,in_process,visible
506:bg,bg,in_process,visible
507:bg,bg,in_process,visible
508:bg,bg,in_process,visible
509:bg,bg,in_process,visible
510:bg,bg,in_process,visible
511:bg,bg,in_process,visible
512:bg,bg,in_process,visible
513:bg,bg,in_process,visible
514:bg,bg,in_process,visible
515:bg,bg,in_process,visible
516:bg,bg,in_process,visible
517:bg,bg,in_process,visible
518:bg,bg,in_process,visible
519:bg,bg,in_process,visible
520:bg,bg,in_process,visible
521:bg,bg,in_process,visible
522:bg,bg,in_process,visible
523:bg,bg,in_process,visible
524:bg,bg,in_process,visible
525:bg,bg,in_process,visible
526:bg,bg,in_process,visible
527:bg,bg,in_process,visible
528:bg,bg,in_process,visible
529:bg,bg,in_process,visible
530:bg,bg,in_process,visible
531:bg,bg,in_process,visible
532:bg,bg,in_process,visible
533:bg,bg,in_process,visible
534:bg,bg,in_process,visible
535:bg,bg,in_process,visible
536:bg,bg,in_process,visible
537:bg,bg,in_process,visible
538:bg,bg,in_process,visible
539:bg,bg,in_process,visible
540:bg,bg,in_process,visible
541:breaker,03_in_process,in_process,visible
542:breaker,03_in_process,in_process,visible
543:breaker,03_in_process,in_process,visible
544:breaker,03_in_process,in_process,visible
545:breaker,03_in_process,in_process,visible
546:breaker,03_in_process,in_process,visible
547:breaker,03_in_process,in_process,visible
548:breaker,03_in_process,in_process,visible
549:breaker,03_in_process,in_process,visible
550:break,03_off,in_process,visible
551:break,03_off,in_process,visible
552:break,03_off,in_process,visible
553:break,03_off,in_process,visible
554:break,03_off,in_process,visible
555:break,03_off,in_process,visible
556:break,03_off,in_process,visible
557:bg,bg,in_process,visible
558:bg,bg,in_process,visible
559:bg,bg,in_process,visible
560:bg,bg,in_process,visible
561:bg,bg,in_process,visible
562:bg,bg,in_process,visible
563:bg,bg,in_process,visible
564:bg,bg,in_process,visible
565:bg,bg,in_process,visible
566:bg,bg,in_process,visible
567:bg,bg,in_process,visible
568:bg,bg,in_process,visible
569:bg,bg,in_process,visible
570:bg,bg,in_process,visible
571:bg,bg,in_process,visible
572:bg,bg,in_process,visible
573:bg,bg,in_process,visible
574:bg,bg,in_process,visible
575:bg,bg,in_process,visible
576:bg,bg,in_process,visible
577:bg,bg,in_process,visible
578:bg,bg,in_process,visible
579:bg,bg,in_process,visible
580:bg,bg,in_process,visible
581:bg,bg,in_process,visible
582:bg,bg,in_process,visible
583:bg,bg,in_process,visible
584:bg,bg,in_process,visible
585:bg,bg,in_process,visible
586:bg,bg,in_process,visible
587:bg,bg,in_process,visible
588:bg,bg,in_process,visible
589:bg,bg,in_process,visible
590:bg,bg,in_process,visible
591:bg,bg,in_process,visible
592:bg,bg,in_process,visible
593:bg,bg,in_process,visible
594:bg,bg,in_process,visible
595:bg,bg,in_process,visible
596:bg,bg,in_process,visible
597:bg,bg,in_process,visible
598:bg,bg,in_process,visible
599:bg,bg,in_process,visible
600:bg,bg,in_process,visible
601:bg,bg,in_process,visible
602:bg,bg,in_process,visible
603:bg,bg,in_process,visible
604:bg,bg,in_process,visible
605:bg,bg,in_process,visible
606:bg,bg,in_process,visible
607:bg,bg,in_process,visible
608:bg,bg,in_process,visible
609:bg,bg,in_process,visible
610:bg,bg,in_process,visible
611:bg,bg,in_process,visible
612:bg,bg,in_process,visible
613:bg,bg,in_process,visible
614:bg,bg,in_process,visible
615:bg,bg,in_process,visible
616:bg,bg,in_process,visible
617:bg,bg,in_process,visible
618:bg,bg,in_process,visible
619:bg,bg,in_process,visible
620:bg,bg,in_process,visible
621:bg,bg,in_process,visible
622:bg,bg,in_process,visible
623:bg,bg,in_process,visible
624:bg,bg,in_process,visible
625:bg,bg,in_process,visible
626:bg,bg,in_process,visible
627:bg,bg,in_process,visible
628:bg,bg,in_process,visible
629:bg,bg,in_process,visible
630:bg,bg,in_process,visible
631:bg,bg,in_process,visible
632:bg,bg,in_process,visible
633:bg,bg,in_process,visible
634:bg,bg,in_process,visible
635:bg,bg,in_process,visible
636:bg,bg,in_process,visible
637:bg,bg,in_process,visible
638:bg,bg,in_process,visible
639:bg,bg,in_process,visible
640:bg,bg,in_process,visible
641:bg,bg,in_process,visible
642:bg,bg,in_process,visible
643:bg,bg,in_process,visible
644:bg,bg,in_process,visible
645:bg,bg,in_process,visible
646:bg,bg,in_process,visible
647:bg,bg,in_process,visible
648:bg,bg,in_process,visible
649:bg,bg,in_process,visible
650:bg,bg,in_process,visible
651:bg,bg,in_process,visible
652:bg,bg,in_process,visible
653:bg,bg,in_process,visible
654:bg,bg,in_process,visible
655:bg,bg,in_process,visible
656:bg,bg,in_process,visible
657:bg,bg,in_process,visible
658:bg,bg,in_process,visible
659:bg,bg,in_process,visible
660:bg,bg,in_process,visible
661:bg,bg,in_process,visible
662:bg,bg,in_process,visible
663:bg,bg,in_process,visible
664:bg,bg,in_process,visible
665:bg,bg,in_process,visible
666:bg,bg,in_process,visible
667:bg,bg,in_process,visible
668:bg,bg,in_process,visible
669:bg,bg,in_process,visible
670:bg,bg,in_process,visible
671:bg,bg,in_process,visible
672:bg,bg,in_process,visible
673:bg,bg,in_process,visible
674:bg,bg,in_process,visible
675:bg,bg,in_process,visible
676:bg,bg,in_process,visible
677:bg,bg,in_process,visible
678:bg,bg,in_process,visible
679:bg,bg,in_process,visible
680:bg,bg,in_process,visible
681:bg,bg,in_process,visible
682:bg,bg,in_process,visible
683:bg,bg,in_process,visible
684:bg,bg,in_process,visible
685:bg,bg,in_process,visible
686:bg,bg,in_process,visible
687:bg,bg,in_process,visible
688:bg,bg,in_process,visible
689:bg,bg,in_process,visible
690:bg,bg,in_process,visible
691:bg,bg,in_process,visible
692:bg,bg,in_process,visible
693:bg,bg,in_process,visible
694:bg,bg,in_process,visible
695:bg,bg,in_process,visible
696:bg,bg,in_process,visible
697:bg,bg,in_process,visible
698:bg,bg,in_process,visible
699:bg,bg,in_process,visible
700:bg,bg,in_process,visible
701:bg,bg,in_process,visible
702:bg,bg,in_process,visible
703:bg,bg,in_process,visible
704:bg,bg,in_process,visible
705:bg,bg,in_process,visible
706:bg,bg,in_process,visible
707:bg,bg,in_process,visible
708:bg,bg,in_process,visible
709:bg,bg,in_process,visible
710:bg,bg,in_process,visible
711:bg,bg,in_process,visible
712:bg,bg,in_process,visible
713:bg,bg,in_process,visible
714:bg,bg,in_process,visible
715:bg,bg,in_process,visible
716:bg,bg,in_process,visible
717:bg,bg,in_process,visible
718:bg,bg,in_process,visible
719:bg,bg,in_process,visible
720:bg,bg,in_process,visible
721:bg,bg,in_process,visible
722:bg,bg,in_process,visible
723:bg,bg,in_process,visible
724:bg,bg,in_process,visible
725:bg,bg,in_process,visible
726:bg,bg,in_process,visible
727:bg,bg,in_process,visible
728:bg,bg,in_process,visible
729:bg,bg,in_process,visible
730:bg,bg,in_process,visible
731:bg,bg,in_process,visible
732:bg,bg,in_process,visible
733:bg,bg,in_process,visible
734:bg,bg,in_process,visible
735:bg,bg,in_process,visible
736:bg,bg,in_process,visible
737:bg,bg,in_process,visible
738:bg,bg,in_process,visible
739:bg,bg,in_process,visible
740:bg,bg,in_process,visible
741:bg,bg,in_process,visible
742:bg,bg,in_process,visible
743:bg,bg,in_process,visible
744:bg,bg,in_process,visible
745:bg,bg,in_process,visible
746:bg,bg,in_process,visible
747:bg,bg,in_process,visible
748:bg,bg,in_process,visible
749:bg,bg,in_process,visible
750:bg,bg,in_process,visible
751:bg,bg,in_process,visible
752:bg,bg,in_process,visible
753:bg,bg,in_process,visible
754:bg,bg,in_process,visible
755:bg,bg,in_process,visible
756:bg,bg,in_process,visible
757:bg,bg,in_process,visible
758:bg,bg,in_process,visible
759:bg,bg,in_process,visible
760:bg,bg,in_process,visible
761:bg,bg,in_process,visible
762:bg,bg,in_process,visible
763:bg,bg,in_process,visible
764:bg,bg,in_process,visible
765:bg,bg,in_process,visible
766:bg,bg,in_process,visible
767:bg,bg,in_process,visible
768:bg,bg,in_process,visible
769:bg,bg,in_process,visible
770:bg,bg,in_process,visible
771:bg,bg,in_process,visible
772:bg,bg,in_process,visible
773:bg,bg,in_process,visible
774:bg,bg,in_process,visible
775:bg,bg,in_process,visible
776:bg,bg,in_process,visible
777:bg,bg,in_process,visible
778:bg,bg,in_process,visible
779:bg,bg,in_process,visible
780:bg,bg,in_process,visible
781:bg,bg,in_process,visible
782:bg,bg,in_process,visible
783:bg,bg,in_process,visible
784:bg,bg,in_process,visible
785:bg,bg,in_process,visible
786:bg,bg,in_process,visible
787:bg,bg,in_process,visible
788:bg,bg,in_process,visible
789:bg,bg,in_process,visible
790:bg,bg,in_process,visible
791:bg,bg,in_process,visible
792:bg,bg,in_process,visible
793:bg,bg,in_process,visible
794:bg,bg,in_process,visible
795:bg,bg,in_process,visible
796:bg,bg,in_process,visible
797:bg,bg,in_process,visible
798:bg,bg,in_process,visible
799:bg,bg,in_process,visible
800:bg,bg,in_process,visible
801:bg,bg,in_process,visible
802:bg,bg,in_process,visible
803:bg,bg,in_process,visible
804:bg,bg,in_process,visible
805:bg,bg,in_process,visible
806:bg,bg,in_process,visible
807:bg,bg,in_process,visible
808:breaker,03_in_process,in_process,visible
809:breaker,03_in_process,in_process,visible
810:breaker,03_in_process,in_process,visible
811:breaker,03_in_process,in_process,visible
812:breaker,03_in_process,in_process,visible
813:breaker,03_in_process,in_process,visible
814:breaker,03_in_process,in_process,visible
815:breaker,03_in_process,in_process,visible
816:breaker,03_in_process,in_process,visible
817:breaker,03_in_process,in_process,visible
818:breaker,03_in_process,in_process,visible
819:breaker,03_in_process,in_process,visible
820:breaker,03_in_process,in_process,visible
821:break,03_on,in_process,visible
822:break,03_on,in_process,visible
823:break,03_on,in_process,visible
824:break,03_on,in_process,visible
825:break,03_on,in_process,visible
826:break,03_on,in_process,visible
827:break,03_on,in_process,visible
828:break,03_on,in_process,visible
829:break,03_on,in_process,visible
830:break,03_on,in_process,visible
831:break,03_on,in_process,visible
832:break,03_on,in_process,visible
833:break,03_on,in_process,visible
834:break,03_on,in_process,visible
835:break,03_on,in_process,visible
836:break,03_on,in_process,visible
837:break,03_on,in_process,visible
838:break,03_on,in_process,visible
839:break,03_on,in_process,visible
840:break,03_on,in_process,visible
841:break,03_on,in_process,visible
842:break,03_on,completed,visible
843:break,03_on,completed,visible
844:break,03_on,completed,visible
845:break,03_on,completed,visible
846:break,03_on,completed,visible
847:bg,bg,in_process,visible
848:bg,bg,in_process,visible
849:bg,bg,in_process,visible
850:bg,bg,in_process,visible
851:bg,bg,in_process,visible
852:bg,bg,in_process,visible
853:bg,bg,in_process,visible
854:bg,bg,in_process,visible
855:bg,bg,in_process,visible
856:bg,bg,in_process,visible
857:bg,bg,in_process,visible
858:bg,bg,in_process,visible
859:bg,bg,in_process,visible
860:bg,bg,in_process,visible
861:bg,bg,in_process,visible
862:bg,bg,in_process,visible
863:bg,bg,in_process,visible
864:bg,bg,in_process,visible
865:bg,bg,in_process,visible
866:bg,bg,in_process,visible
867:bg,bg,in_process,visible
868:bg,bg,in_process,visible
869:bg,bg,in_process,visible
870:bg,bg,in_process,visible
871:bg,bg,in_process,visible
872:bg,bg,in_process,visible
873:bg,bg,in_process,visible
874:bg,bg,in_process,visible
875:bg,bg,in_process,visible
876:bg,bg,in_process,visible
877:bg,bg,in_process,visible
878:bg,bg,in_process,visible
879:bg,bg,in_process,visible
880:bg,bg,in_process,visible
